date,ticker,open,high,low,adj_close,volume
2023-12-11,AMZN,89.120041,90.799164,88.137672,88.359963,11951077
2023-12-12,AMZN,87.069569,87.947731,84.976616,86.454729,15315612
2023-12-13,AMZN,86.600994,91.621217,85.623510,89.872648,23962406
2023-12-14,AMZN,89.545463,92.722409,89.541388,92.535074,19689586
2023-12-15,AMZN,92.296236,96.705133,91.418014,95.755396,17386640
2023-12-18,AMZN,95.137313,96.306202,94.950951,95.881237,12725647
2023-12-19,AMZN,96.198686,96.253947,94.786071,95.181298,13272733
2023-12-20,AMZN,95.333972,96.662527,94.045186,95.925388,17198853
2023-12-21,AMZN,95.508448,95.624713,91.642794,93.397961,15018684
2023-12-22,AMZN,93.409924,95.044082,92.576696,94.582964,25853065
2023-12-25,AMZN,95.173375,97.318143,94.569036,96.731649,18140226
2023-12-26,AMZN,96.749806,97.540568,94.654735,95.048550,22345195
2023-12-27,AMZN,95.516734,97.451288,94.841848,96.115971,14250312
2023-12-28,AMZN,96.524957,97.109775,94.589553,95.607157,20337080
2023-12-29,AMZN,95.278810,96.310128,94.724013,96.025749,11963538
2024-01-01,AMZN,95.864491,96.533945,94.282071,96.363919,18191222
2024-01-02,AMZN,96.561955,97.767736,92.399552,94.671597,21631636
2024-01-03,AMZN,94.337995,96.182301,91.245224,92.783364,14147542
2024-01-04,AMZN,92.431813,93.983776,88.952666,89.228876,26705578
2024-01-05,AMZN,88.860132,90.543159,88.078391,90.064322,23606730
2024-01-08,AMZN,90.092987,91.210060,90.011378,91.087985,11748029
2024-01-09,AMZN,90.985592,92.642607,90.581820,91.484871,15208334
2024-01-10,AMZN,91.935088,92.534734,91.875241,92.004466,15252302
2024-01-11,AMZN,92.469086,94.017337,91.371140,93.259622,21293787
2024-01-12,AMZN,92.199047,94.232403,91.772684,94.152922,19980125
2024-01-15,AMZN,94.199117,94.282528,91.616018,91.830486,22926186
2024-01-16,AMZN,91.197977,93.302932,90.478787,92.677577,12221174
2024-01-17,AMZN,92.689455,93.502604,91.902602,92.231370,17251487
2024-01-18,AMZN,92.568431,93.254723,91.337095,92.090257,16943714
2024-01-19,AMZN,91.620799,91.918036,90.373888,91.413669,10198956
2024-01-22,AMZN,91.573485,92.869243,90.403454,92.718586,16951376
2024-01-23,AMZN,92.270947,92.559653,90.281787,91.373969,25250240
2024-01-24,AMZN,91.108675,91.157049,89.692051,91.068239,11438949
2024-01-25,AMZN,90.273720,90.664916,88.866859,90.175526,19895397
2024-01-26,AMZN,89.655043,92.161022,89.117035,91.674035,18180724
2024-01-29,AMZN,91.654380,93.925800,90.590377,93.637550,22951935
2024-01-30,AMZN,93.471390,93.589627,90.446056,90.949561,22029581
2024-01-31,AMZN,91.064828,91.819321,88.580977,89.035567,22148095
2024-02-01,AMZN,88.202817,88.787201,85.939092,87.583637,13758725
2024-02-02,AMZN,87.593941,90.510021,86.657268,88.895482,17524395
2024-02-05,AMZN,88.804548,93.474304,87.903626,92.949805,22835336
2024-02-06,AMZN,92.895665,93.856377,91.878747,92.345073,24339623
2024-02-07,AMZN,92.598721,92.883466,90.055448,91.142157,14726637
2024-02-08,AMZN,91.104858,91.924081,89.463913,91.485314,16070839
2024-02-09,AMZN,91.240554,91.592378,88.406449,88.556223,22033636
2024-02-12,AMZN,87.879664,88.892045,86.711395,88.571017,16058920
2024-02-13,AMZN,89.249135,90.439265,85.952835,86.053756,21150173
2024-02-14,AMZN,85.767259,88.653356,85.223662,87.755272,18930158
2024-02-15,AMZN,87.419833,89.526763,86.839292,88.740729,14102675
2024-02-16,AMZN,89.324126,91.155131,87.700927,88.277273,20505428
2024-02-19,AMZN,87.966204,89.477035,87.626214,88.841371,21312997
2024-02-20,AMZN,89.527574,94.352640,88.768427,92.886552,26792506
2024-02-21,AMZN,91.976889,92.380209,91.463345,92.223831,11431685
2024-02-22,AMZN,91.959738,93.422396,90.863381,92.502303,14493847
2024-02-23,AMZN,92.984693,93.164774,91.782076,92.492378,13060697
2024-02-26,AMZN,93.393846,94.132173,93.068020,93.248194,21930320
2024-02-27,AMZN,92.899283,94.725305,91.787039,94.350819,15567765
2024-02-28,AMZN,94.793620,95.282470,89.441273,90.199267,20757456
2024-02-29,AMZN,90.200833,90.806814,85.982621,86.801858,20602035
2024-03-01,AMZN,86.452347,87.272718,83.952084,84.355566,32664679
2024-03-04,AMZN,84.855602,85.763802,82.752724,85.739778,25655619
2024-03-05,AMZN,85.244008,90.584827,84.809510,90.374791,25475963
2024-03-06,AMZN,90.252811,91.887633,89.393190,91.177880,27658867
2024-03-07,AMZN,91.727370,94.221158,91.235147,94.182293,23162827
2024-03-08,AMZN,93.617891,96.518462,93.402863,95.328896,12912558
2024-03-11,AMZN,95.762299,95.853916,91.675391,92.515668,21915699
2024-03-12,AMZN,93.000222,93.829342,92.776775,93.658778,17551472
2024-03-13,AMZN,93.119780,98.302277,92.903748,97.794049,23895707
2024-03-14,AMZN,98.447385,99.015736,97.179103,97.933117,21960452
2024-03-15,AMZN,97.680348,100.849409,96.884180,100.308912,14261081
2024-03-18,AMZN,100.368954,104.361729,100.111993,102.381436,17858078
2024-03-19,AMZN,101.850250,103.048394,101.693881,102.827530,12702384
2024-03-20,AMZN,101.057120,106.952137,100.664132,106.900155,18719719
2024-03-21,AMZN,106.081498,106.209908,105.621218,105.873009,27244336
2024-03-22,AMZN,104.962304,105.262072,102.974635,103.993823,18517633
2024-03-25,AMZN,103.458918,103.797168,102.593962,103.471733,20335955
2024-03-26,AMZN,103.755980,105.746661,101.308046,102.182791,17440977
2024-03-27,AMZN,102.204674,102.377936,99.414106,99.786417,25088987
2024-03-28,AMZN,100.189649,100.974562,96.027114,96.289655,24992833
2024-03-29,AMZN,95.782222,96.250387,94.431630,95.341356,15428220
2024-04-01,AMZN,95.365053,95.706844,94.488360,94.726615,15897781
2024-04-02,AMZN,94.436024,97.966528,94.328197,97.828362,38148254
2024-04-03,AMZN,97.541773,97.834136,96.114902,96.961761,21280459
2024-04-04,AMZN,96.812135,97.520803,94.768533,95.806571,14036961
2024-04-05,AMZN,96.306761,96.500582,92.205204,92.311338,20025492
2024-04-08,AMZN,91.969967,92.529610,91.709635,92.077034,13617241
2024-04-09,AMZN,91.312895,91.392156,89.998831,90.777462,14471526
2024-04-10,AMZN,91.929662,92.279324,87.884281,88.757066,20108576
2024-04-11,AMZN,89.086048,92.767963,88.723538,91.634913,20352203
2024-04-12,AMZN,91.482088,95.034221,91.274416,93.902768,28742576
2024-04-15,AMZN,93.854397,95.924633,93.823341,95.434231,18165583
2024-04-16,AMZN,95.143424,96.453801,94.495403,94.956681,12009760
2024-04-17,AMZN,95.295493,96.840962,94.701676,95.352879,19671595
2024-04-18,AMZN,94.653989,95.833507,92.898017,93.651953,30344587
2024-04-19,AMZN,93.121043,97.688242,92.263935,96.562624,23486909
2024-04-22,AMZN,96.135438,96.517668,94.418675,94.569997,29208606
2024-04-23,AMZN,93.751762,94.063652,92.120288,92.740410,13556547
2024-04-24,AMZN,93.248571,94.234849,92.803496,93.310622,17759553
2024-04-25,AMZN,93.624854,93.629206,91.280661,92.103313,15666088
2024-04-26,AMZN,92.811172,94.523123,92.073831,93.309826,21691077
2024-04-29,AMZN,92.750341,94.168302,91.747724,93.989503,16076775
2024-04-30,AMZN,93.004309,94.263838,92.853662,93.430768,23017760
2024-05-01,AMZN,93.143131,94.808506,92.994584,94.674336,17797842
2024-05-02,AMZN,95.270958,96.076128,95.154791,95.346671,15612608
2024-05-03,AMZN,94.945062,97.309987,94.724591,97.076996,24539268
2024-05-06,AMZN,96.803894,100.038773,96.221619,98.514605,26398508
2024-05-07,AMZN,98.136704,99.185267,97.742757,99.089847,29832588
2024-05-08,AMZN,98.880944,100.117284,96.827867,97.489080,14764895
2024-05-09,AMZN,96.966082,98.126230,96.354095,97.510984,16365141
2024-05-10,AMZN,97.796213,99.060126,95.124073,95.248204,21996479
2024-05-13,AMZN,95.343473,97.416558,94.923351,96.221079,22379346
2024-05-14,AMZN,96.513557,96.763438,95.555227,96.318931,20028779
2024-05-15,AMZN,96.594221,97.226126,95.414994,95.797769,18556522
2024-05-16,AMZN,96.382132,96.990132,94.949075,95.244194,18143519
2024-05-17,AMZN,95.256034,95.744133,95.199857,95.393219,16656611
2024-05-20,AMZN,94.900409,96.268213,94.837664,95.690727,16062918
2024-05-21,AMZN,95.340667,97.145103,95.096308,97.026023,17601968
2024-05-22,AMZN,97.805529,101.966151,96.953447,101.834300,19864355
2024-05-23,AMZN,101.387033,105.128174,99.931038,104.310798,20352857
2024-05-24,AMZN,104.282034,105.647085,100.929504,101.851573,19679826
2024-05-27,AMZN,101.812956,103.125436,101.103101,102.278789,17652978
2024-05-28,AMZN,101.479852,104.216713,101.184982,103.175544,16008026
2024-05-29,AMZN,103.229666,107.450370,103.211123,106.633806,20696219
2024-05-30,AMZN,105.657017,107.288765,105.438438,106.736492,11626528
2024-05-31,AMZN,107.525115,109.603907,106.670411,109.518981,21991899
2024-06-03,AMZN,110.378572,113.897398,110.047099,113.578041,22052177
2024-06-04,AMZN,112.471226,113.561213,111.479676,112.963777,18300045
2024-06-05,AMZN,113.545257,114.451996,112.712745,113.106065,11168179
2024-06-06,AMZN,112.813851,112.852673,110.025184,110.822157,18484705
2024-06-07,AMZN,110.451837,112.261654,110.445601,111.041643,14596230
2024-06-10,AMZN,109.993062,111.477217,109.366776,110.951481,15120801
2024-06-11,AMZN,110.673968,114.223598,110.040319,113.160727,15605976
2024-06-12,AMZN,113.522881,114.328033,113.463407,113.871089,18331200
2024-06-13,AMZN,113.180908,116.387767,112.629426,114.622534,12998665
2024-06-14,AMZN,116.086045,117.061342,112.470421,112.865221,13884368
2024-06-17,AMZN,112.012282,116.610393,110.420794,115.826467,17333384
2024-06-18,AMZN,115.841014,116.110002,113.968915,115.807174,15445896
2024-06-19,AMZN,116.276717,116.918565,114.289622,114.575642,22271428
2024-06-20,AMZN,114.278644,115.462201,112.455566,113.579625,13954453
2024-06-21,AMZN,113.501670,116.657365,112.401785,116.100359,21712525
2024-06-24,AMZN,116.184946,118.146311,115.674382,116.717698,19748148
2024-06-25,AMZN,115.359400,116.832944,115.089169,115.504557,19493240
2024-06-26,AMZN,113.899419,120.734619,113.711863,120.455949,18592849
2024-06-27,AMZN,120.107106,124.004578,119.706748,123.576160,27057898
2024-06-28,AMZN,124.591054,126.513975,123.893053,126.371982,11659475
2024-07-01,AMZN,125.092766,128.785190,123.912100,127.629847,23013126
2024-07-02,AMZN,127.968313,128.083593,125.920656,127.547977,12114574
2024-07-03,AMZN,127.495237,131.394342,127.299267,131.358102,14627951
2024-07-04,AMZN,132.092598,132.678073,128.313040,129.970607,22185626
2024-07-05,AMZN,130.405529,132.344618,129.993857,132.171693,13409883
2024-07-08,AMZN,132.025017,132.474716,132.019616,132.332132,13730010
2024-07-09,AMZN,131.504301,132.239392,127.226679,128.775797,22402379
2024-07-10,AMZN,128.925554,132.885992,128.204947,132.185576,16784482
2024-07-11,AMZN,132.210498,133.711236,130.516834,132.566582,12335089
2024-07-12,AMZN,131.755244,138.526814,130.253983,137.350705,21431895
2024-07-15,AMZN,137.818815,142.671626,136.271140,140.935407,22344015
2024-07-16,AMZN,141.797018,142.900521,139.886505,140.026855,27995948
2024-07-17,AMZN,139.889202,141.175801,137.762098,138.480501,14446503
2024-07-18,AMZN,138.927401,141.589973,138.506019,141.566996,21059852
2024-07-19,AMZN,142.138894,143.088338,140.182389,140.553079,27463486
2024-07-22,AMZN,141.223810,145.288978,138.678539,144.748329,13938081
2024-07-23,AMZN,143.539581,146.609807,142.149837,145.853883,15983232
2024-07-24,AMZN,146.786017,147.604921,144.519546,145.217979,11310534
2024-07-25,AMZN,146.338374,148.378024,143.555345,147.730205,28773611
2024-07-26,AMZN,148.172856,152.011400,145.704889,150.034933,18149093
2024-07-29,AMZN,149.971086,152.044082,148.640152,150.069340,14139251
2024-07-30,AMZN,150.629092,153.104411,149.288760,152.041046,21910604
2024-07-31,AMZN,152.041387,153.432565,144.628470,147.038886,24655319
2024-08-01,AMZN,148.705267,153.524955,147.589134,153.401226,15415695
2024-08-02,AMZN,153.701421,153.770249,149.930413,150.349346,17066707
2024-08-05,AMZN,150.581801,151.505527,150.501536,150.893756,13504767
2024-08-06,AMZN,150.559603,151.627831,146.569059,149.160037,15288846
2024-08-07,AMZN,148.377408,149.140687,144.974219,145.511660,37238000
2024-08-08,AMZN,145.108913,145.302862,143.569076,143.747177,25911778
2024-08-09,AMZN,143.862741,145.382458,143.488639,144.575035,18409956
2024-08-12,AMZN,144.715085,148.756233,144.427847,146.874645,15753921
2024-08-13,AMZN,147.408727,149.932016,144.865477,146.903195,19315262
2024-08-14,AMZN,147.287131,148.413145,145.027015,147.974121,20736099
2024-08-15,AMZN,146.827826,148.703356,141.071678,141.480792,19947530
2024-08-16,AMZN,141.316032,142.727890,138.410029,140.880530,16689588
2024-08-19,AMZN,140.182007,144.141941,138.247049,143.360731,17908571
2024-08-20,AMZN,141.987851,145.784094,140.976775,144.469294,17995058
2024-08-21,AMZN,144.584912,145.300635,140.225402,142.351055,25157386
2024-08-22,AMZN,141.649312,143.773706,137.779756,138.604579,18447375
2024-08-23,AMZN,137.558996,138.336032,136.495350,137.413480,16152739
2024-08-26,AMZN,137.157126,137.941399,136.319834,137.801041,17110416
2024-08-27,AMZN,137.940680,139.808716,136.902445,139.249586,16664848
2024-08-28,AMZN,139.888382,141.316267,136.807818,139.722391,26635164
2024-08-29,AMZN,139.730642,143.009535,137.489134,142.342562,17315798
2024-08-30,AMZN,143.767502,144.459689,143.655900,143.828015,19060575
2024-09-02,AMZN,144.557575,145.723552,141.044368,141.632274,17137404
2024-09-03,AMZN,142.664516,146.498918,140.179146,145.916658,20574752
2024-09-04,AMZN,146.661323,148.828796,144.761726,148.628527,17097167
2024-09-05,AMZN,149.716170,150.682605,145.845833,147.189327,12867767
2024-09-06,AMZN,146.549927,148.724975,144.593473,145.670397,20991278
2024-09-09,AMZN,145.274327,147.884933,144.898835,146.304616,16127620
2024-09-10,AMZN,147.025661,149.962699,145.979338,148.626884,25136881
2024-09-11,AMZN,149.825115,150.675066,145.483306,147.475220,22521295
2024-09-12,AMZN,147.819932,150.265568,147.785511,149.386076,15622800
2024-09-13,AMZN,149.125317,150.553199,144.690735,144.946746,23062558
2024-09-16,AMZN,145.702550,150.855747,143.286737,149.242356,19860245
2024-09-17,AMZN,147.799956,149.450536,146.972832,149.134962,13422071
2024-09-18,AMZN,148.959042,149.653892,148.507620,149.120128,13110403
2024-09-19,AMZN,149.283301,151.093639,144.531879,145.170323,26920656
2024-09-20,AMZN,146.275849,148.294611,145.296452,147.462349,23615252
2024-09-23,AMZN,147.590367,147.981935,145.636373,145.794760,12640606
2024-09-24,AMZN,146.189038,148.105759,142.677451,142.962725,14855988
2024-09-25,AMZN,142.699058,144.665582,142.092765,144.533215,14472763
2024-09-26,AMZN,144.045265,146.187611,143.907505,145.777800,12364982
2024-09-27,AMZN,145.510463,150.697298,144.251570,149.133825,23922746
2024-09-30,AMZN,148.953023,153.897706,148.130472,153.159555,23489296
2024-10-01,AMZN,153.043417,159.124754,151.920849,157.202639,20929164
2024-10-02,AMZN,158.125610,161.176394,156.981377,161.148924,24825194
2024-10-03,AMZN,160.307741,161.954045,158.222385,160.338872,12816523
2024-10-04,AMZN,160.102613,165.272774,157.861007,164.102679,27745408
2024-10-07,AMZN,164.360845,164.944111,159.828825,161.255172,18201454
2024-10-08,AMZN,161.093766,166.306059,160.626103,165.195947,27274313
2024-10-09,AMZN,166.245949,167.365364,159.040684,161.486570,13674135
2024-10-10,AMZN,160.519445,161.881573,158.701785,160.204634,18405221
2024-10-11,AMZN,160.444105,165.095223,159.353386,164.752658,25119472
2024-10-14,AMZN,164.367264,169.994731,163.196774,168.082693,20879612
2024-10-15,AMZN,168.085215,168.920371,159.919574,160.670537,34882274
2024-10-16,AMZN,159.936980,161.413942,158.655351,161.253145,18255608
2024-10-17,AMZN,161.153101,164.413878,160.235336,163.709254,25992766
2024-10-18,AMZN,163.813859,166.529492,163.319674,165.875112,20402280
2024-10-21,AMZN,165.181691,165.366799,162.208014,162.321563,34048287
2024-10-22,AMZN,162.605284,167.046365,155.352660,155.858635,23909713
2024-10-23,AMZN,156.055842,157.392106,154.104973,157.087977,21509701
2024-10-24,AMZN,156.258646,157.472130,154.592474,155.042454,19067548
2024-10-25,AMZN,155.354959,155.360505,152.389411,152.729228,20395093
2024-10-28,AMZN,152.647613,155.228129,150.490090,153.279544,13043431
2024-10-29,AMZN,152.950757,153.154069,148.724573,148.736002,19140529
2024-10-30,AMZN,148.893882,152.331767,148.143630,150.323823,15736331
2024-10-31,AMZN,150.271508,151.019563,145.468193,146.399419,23876657
2024-11-01,AMZN,146.885993,147.797913,146.601664,147.002940,20012917
2024-11-04,AMZN,148.442126,149.203257,145.757183,146.431753,17798264
2024-11-05,AMZN,146.526620,149.760489,146.060436,146.261585,15677235
2024-11-06,AMZN,146.461728,147.924167,144.862351,145.159049,17010317
2024-11-07,AMZN,146.258743,147.153861,145.330092,146.945022,26103050
2024-11-08,AMZN,147.555063,149.025225,145.904452,147.787056,17419603
2024-11-11,AMZN,149.316319,151.383424,145.030118,145.831533,15981689
2024-11-12,AMZN,144.855493,149.677455,143.946436,146.178768,9854726
2024-11-13,AMZN,146.052137,146.356106,143.828609,146.268307,21689700
2024-11-14,AMZN,146.998430,148.553595,139.034124,139.259727,27137324
2024-11-15,AMZN,139.359714,141.700380,133.763006,134.019427,28144022
2024-11-18,AMZN,133.824030,139.999191,133.497097,136.250628,20848040
2024-11-19,AMZN,136.885628,137.817124,132.559048,133.918097,22062956
2024-11-20,AMZN,133.759005,136.327647,130.765143,133.167940,10675750
2024-11-21,AMZN,132.672839,137.695525,132.054810,136.455315,20384554
2024-11-22,AMZN,136.518321,136.911403,135.459400,136.108292,20060965
2024-11-25,AMZN,136.887164,137.283385,132.477180,132.779300,23623954
2024-11-26,AMZN,131.800954,132.449073,129.801018,130.425662,26758145
2024-11-27,AMZN,129.069595,131.122676,128.585239,129.485447,18694704
2024-11-28,AMZN,129.164521,131.854438,129.059868,131.482728,15425910
2024-11-29,AMZN,132.261312,133.018763,128.116707,129.772359,19398163
2024-12-02,AMZN,129.988109,131.307474,129.244378,130.934958,18129437
2024-12-03,AMZN,129.951980,131.733997,129.824057,130.620838,19046894
2024-12-04,AMZN,131.346521,133.803043,130.649250,133.752340,23558408
2024-12-05,AMZN,134.074566,135.250562,127.589096,128.768886,26982199
2024-12-06,AMZN,129.702488,129.859458,126.258331,127.858478,13195689
2024-12-09,AMZN,127.189117,131.583131,124.243789,128.952970,20479420
2024-12-10,AMZN,128.776736,129.412622,125.741129,126.196190,24859163
2024-12-11,AMZN,125.650490,126.772914,123.731725,124.785102,10248426
2024-12-12,AMZN,124.804233,124.990629,121.112854,122.928019,15044007
2024-12-13,AMZN,122.271672,123.431475,120.960090,123.382170,11194578
2024-12-16,AMZN,123.003647,123.753119,121.660719,122.927001,14987483
2024-12-17,AMZN,121.897197,123.434488,121.146784,122.529943,15790212
2024-12-18,AMZN,122.873408,125.376532,122.231982,124.362865,18692899
2024-12-19,AMZN,124.637210,124.901998,122.911579,124.818853,24641052
2024-12-20,AMZN,124.728087,124.866243,121.467585,121.496259,16445066
2024-12-23,AMZN,121.621487,123.960988,120.343185,123.667151,18490966
2024-12-24,AMZN,123.454514,124.332209,119.758323,121.867381,11060165
2024-12-25,AMZN,121.832859,122.905739,120.294685,121.237250,12870780
2024-12-26,AMZN,120.974476,123.153176,119.969984,122.898454,19073869
2024-12-27,AMZN,122.757512,122.792571,122.502447,122.538771,15811300
2024-12-30,AMZN,121.966884,122.670027,119.938818,120.276415,21089066
2024-12-31,AMZN,119.396361,122.928069,118.986980,122.714855,18892159
2025-01-01,AMZN,122.849992,124.300551,122.640089,124.124159,22692919
2025-01-02,AMZN,123.821871,124.287341,123.430311,124.087738,19342370
2025-01-03,AMZN,123.125572,126.205093,122.726741,125.299120,14151568
2025-01-06,AMZN,125.714342,127.272779,122.157082,126.839160,21002425
2025-01-07,AMZN,126.453393,127.990443,123.829140,124.003715,21253679
2025-01-08,AMZN,123.207642,125.929302,122.943695,124.779318,14327369
2025-01-09,AMZN,124.717222,128.611306,123.876256,128.214584,24537800
2025-01-10,AMZN,127.815151,131.015841,126.286543,130.328513,24440657
2025-01-13,AMZN,131.561191,132.850031,130.890576,132.654343,25074154
2025-01-14,AMZN,131.259981,132.512079,129.658471,130.035412,15781879
2025-01-15,AMZN,129.465382,129.559560,126.320114,126.767244,16671397
2025-01-16,AMZN,126.749525,129.045311,125.762805,127.002135,17376687
2025-01-17,AMZN,126.259712,127.592153,124.569798,125.084114,22514696
2025-01-20,AMZN,125.263782,129.494179,124.928078,129.444661,16289032
2025-01-21,AMZN,129.574985,132.279419,129.485885,131.973736,21004659
2025-01-22,AMZN,131.869775,132.125443,129.508335,131.365979,17722790
2025-01-23,AMZN,131.055311,132.295040,130.556777,131.164647,21730755
2025-01-24,AMZN,130.939356,132.275106,127.686925,128.248779,20397586
2025-01-27,AMZN,129.330292,133.228020,128.045364,132.460853,21897520
2025-01-28,AMZN,131.459875,134.024729,130.735774,133.766065,29562548
2025-01-29,AMZN,133.914702,134.658770,132.925129,133.730670,14988819
2025-01-30,AMZN,132.436247,133.508048,127.483550,129.473151,13722148
2025-01-31,AMZN,129.433255,129.477110,124.964490,125.425363,20522927
2025-02-03,AMZN,125.535310,128.533738,125.247185,126.487402,10176602
2025-02-04,AMZN,125.744158,130.320983,125.637035,128.902153,15102227
2025-02-05,AMZN,129.038483,130.647613,128.948562,130.214589,11701536
2025-02-06,AMZN,130.292864,131.597954,128.404328,128.476027,22154887
2025-02-07,AMZN,128.811517,130.274116,127.418952,128.731660,23106785
2025-02-10,AMZN,129.211998,129.791949,128.230269,129.234453,14430043
2025-02-11,AMZN,129.424872,133.620737,129.095392,132.523604,20332845
2025-02-12,AMZN,132.548697,135.774341,131.883891,135.637310,21299164
2025-02-13,AMZN,135.124764,136.477099,133.298800,133.322295,22047061
2025-02-14,AMZN,133.511121,134.736761,130.807320,133.118348,11062868
2025-02-17,AMZN,133.319535,135.692968,132.889836,133.697254,18224544
2025-02-18,AMZN,133.428995,135.080776,130.415443,133.143681,14196716
2025-02-19,AMZN,132.779122,132.898856,130.900544,131.775958,9984772
2025-02-20,AMZN,130.312194,134.744553,128.638166,133.165266,20000292
2025-02-21,AMZN,133.330527,133.686220,125.429583,127.801176,19056061
2025-02-24,AMZN,127.888572,128.607121,126.668070,128.335243,14377525
2025-02-25,AMZN,127.999835,129.094677,127.149928,128.851995,14203327
2025-02-26,AMZN,127.257488,129.673946,126.560637,129.235446,16541825
2025-02-27,AMZN,129.241165,130.449247,128.409259,130.093938,17789170
2025-02-28,AMZN,128.458047,133.803471,128.174398,132.988708,16098032
2025-03-03,AMZN,133.978899,135.414781,132.073683,135.243749,14541348
2025-03-04,AMZN,134.852540,139.099964,133.735522,137.223884,20813586
2025-03-05,AMZN,136.276107,137.437822,135.930392,136.582418,29275913
2025-03-06,AMZN,136.603908,136.771008,131.838366,132.617776,23566522
2025-03-07,AMZN,133.346136,134.698629,128.885390,129.886348,15474675
2025-03-10,AMZN,129.636735,130.610677,125.721537,126.160916,20033264
2025-03-11,AMZN,126.473760,130.826855,125.670987,129.948573,12873304
2025-03-12,AMZN,130.623829,132.695304,129.176422,131.639783,19808198
2025-03-13,AMZN,131.387685,131.875160,128.332015,131.144256,16142959
2025-03-14,AMZN,129.897239,131.918946,128.912845,131.688299,26241244
2025-03-17,AMZN,132.007107,132.399842,129.380351,131.372098,14692962
2025-03-18,AMZN,131.040610,133.594965,129.675068,132.477143,17798713
2025-03-19,AMZN,132.036204,137.695992,131.539807,136.654571,42559870
2025-03-20,AMZN,137.637342,138.619665,134.839443,134.924482,24533176
2025-03-21,AMZN,133.933728,136.893873,132.349348,135.762420,14348695
2025-03-24,AMZN,136.117215,138.872945,135.570514,138.644349,18472843
2025-03-25,AMZN,138.573408,138.795756,137.911313,138.687028,14427910
2025-03-26,AMZN,137.344320,138.509335,135.261750,138.126258,23428322
2025-03-27,AMZN,138.444153,141.865408,137.034516,141.304083,20138768
2025-03-28,AMZN,140.557517,142.423071,136.055885,136.903963,29035468
2025-03-31,AMZN,136.298971,138.207260,130.399530,130.915650,27317471
2025-04-01,AMZN,129.852671,129.860306,125.660570,127.056103,17457862
2025-04-02,AMZN,127.580018,128.377342,121.905541,122.152559,17518584
2025-04-03,AMZN,121.864757,122.158091,121.581795,121.614709,15051233
2025-04-04,AMZN,121.152528,121.715036,116.301324,117.613633,19249937
2025-04-07,AMZN,118.001389,121.116667,117.327684,120.260094,19897995
2025-04-08,AMZN,119.996737,120.267424,117.789888,118.663425,18890005
2025-04-09,AMZN,118.284108,118.585154,115.269765,116.053627,22212593
2025-04-10,AMZN,116.598652,117.081135,113.917107,114.187791,30655257
2025-04-11,AMZN,112.769000,113.280479,110.101222,110.393867,26240798
2025-04-14,AMZN,110.532644,110.928311,108.259199,109.834537,14899436
2025-04-15,AMZN,109.885064,110.333985,107.259962,107.412902,24759681
2025-04-16,AMZN,108.974946,109.053001,107.841533,108.093382,16537339
2025-04-17,AMZN,107.630152,112.507560,104.649554,110.496975,21902808
2025-04-18,AMZN,109.780785,115.579117,109.476043,114.733251,24475328
2025-04-21,AMZN,113.906804,117.585687,113.169292,116.085288,19927868
2025-04-22,AMZN,115.698715,116.072632,113.882865,114.993578,13773983
2025-04-23,AMZN,114.949018,116.435971,111.426005,111.480655,18038547
2025-04-24,AMZN,111.077268,112.191319,110.339866,110.691134,13344628
2025-04-25,AMZN,110.624797,110.646810,105.427041,106.804285,23597676
2025-04-28,AMZN,106.809674,110.228136,105.242183,108.738296,18511467
2025-04-29,AMZN,108.438448,109.635883,105.356892,106.398662,17487685
2025-04-30,AMZN,106.595755,106.868303,105.377170,105.695320,16793219
2025-05-01,AMZN,105.392253,106.374524,103.744124,104.133690,24453082
2025-05-02,AMZN,104.506233,104.862949,99.750272,99.874698,24953639
2025-05-05,AMZN,100.382112,101.077777,98.667003,98.789313,25341194
2025-05-06,AMZN,99.485927,99.682706,97.269042,99.321801,13005992
2025-05-07,AMZN,98.403270,101.645038,97.744996,101.106394,12069273
2025-05-08,AMZN,100.900637,104.493417,100.659841,102.730287,14661348
2025-05-09,AMZN,102.554170,103.149663,101.041222,102.483953,17280065
2025-05-12,AMZN,102.659235,103.971327,100.715627,101.236689,19199436
2025-05-13,AMZN,100.632893,101.048530,96.455752,98.171532,18672324
2025-05-14,AMZN,97.749531,99.377061,96.799659,98.805118,15274825
2025-05-15,AMZN,99.137338,100.102816,97.729117,98.139421,15142868
2025-05-16,AMZN,98.222030,99.344297,97.476503,97.597347,15579877
2025-05-19,AMZN,98.480905,98.802742,95.761841,96.659155,35619537
2025-05-20,AMZN,97.534809,98.538064,96.297760,96.343282,21781358
2025-05-21,AMZN,96.611548,97.946911,95.194586,97.034257,21843688
2025-05-22,AMZN,97.312825,97.805992,96.159866,96.381471,20975314
2025-05-23,AMZN,96.243194,96.707863,95.061452,95.776887,12657791
2025-05-26,AMZN,94.418812,98.000857,94.144507,97.539043,14884129
2025-05-27,AMZN,97.754172,98.486551,96.845702,97.529394,14310916
2025-05-28,AMZN,97.336230,100.775592,97.317981,99.544405,22357159
2025-05-29,AMZN,99.417948,99.659282,98.847382,99.072083,16690847
2025-05-30,AMZN,99.142168,99.842545,98.408990,99.130378,21933651
2025-06-02,AMZN,99.008436,102.515001,97.651035,100.730046,23236202
2025-06-03,AMZN,101.892802,102.357896,97.487012,98.563024,17724765
2025-06-04,AMZN,98.784698,100.112018,97.930768,99.655053,12204155
